NumRuns,ArtAType,ArtAMainstat,HP_f_A,AK_f_A,DF_f_A,HP_p_A,AK_p_A,DF_p_A,ER_p_A,EM_f_A,CR_p_A,CD_p_A,ArtBType,ArtBMainstat,HP_f_B,AK_f_B,DF_f_B,HP_p_B,AK_p_B,DF_p_B,ER_p_B,EM_f_B,CR_p_B,CD_p_B
2,Goblet,DF_p,747,0,44,9,5,0,0,0,0,0,Goblet,DF_p,568,0,37,11,10,0,0,0,0,0
0,Goblet,DF_p,687,19,42,10,0,0,0,0,0,0,Goblet,DF_p,0,54,51,0,0,0,5,0,4,0
19,Goblet,HP_p,538,0,0,0,10,11,0,0,0,11,Goblet,EL_p,0,14,42,0,15,12,0,0,0,0
14,Goblet,AN_p,0,0,0,15,0,7,0,0,3,21,Goblet,EM_f,0,0,0,0,0,7,14,0,8,13
4,Goblet,DF_p,687,19,0,9,0,0,0,0,0,14,Goblet,AK_p,0,64,16,0,0,6,0,0,7,0
3,Goblet,AN_p,0,64,0,0,0,7,0,0,3,16,Goblet,HP_p,0,31,0,0,0,13,0,0,10,8
8,Goblet,EM_f,0,0,19,0,24,12,0,0,0,8,Goblet,AK_p,0,33,0,0,0,13,0,37,0,16
0,Goblet,AK_p,0,54,0,0,0,0,11,21,0,18,Goblet,AK_p,508,0,35,0,0,6,0,0,0,20
4,Goblet,HP_p,269,0,0,0,8,0,0,63,0,13,Goblet,EL_p,0,51,21,0,0,20,0,16,0,0
1,Goblet,PY_p,418,19,0,9,0,0,17,0,0,0,Goblet,PH_p,0,14,0,16,10,0,0,47,0,0
435,Goblet,AK_p,0,18,16,0,0,0,0,82,0,20,Goblet,EL_p,807,35,16,0,0,0,0,0,6,0
4,Goblet,HP_p,0,14,19,0,0,0,0,68,11,0,Goblet,AK_p,657,0,0,5,0,7,0,63,0,0
12,Goblet,HP_p,0,0,37,0,0,19,13,0,3,0,Goblet,EL_p,478,66,0,0,4,0,0,0,0,6
3,Goblet,DF_p,777,29,39,0,0,0,0,23,0,0,Goblet,HP_p,0,19,42,0,15,0,0,58,0,0
9,Goblet,GE_p,0,47,23,0,0,0,0,63,0,12,Goblet,CY_p,538,0,0,0,0,0,6,42,0,19
0,Goblet,HP_p,0,62,23,0,0,0,11,0,0,6,Goblet,AK_p,269,37,0,0,0,0,20,16,0,0
56,Goblet,AK_p,0,29,0,0,0,13,0,44,0,14,Goblet,AK_p,209,31,0,0,0,0,21,0,8,0
2,Goblet,DF_p,0,51,0,0,6,0,11,58,0,0,Goblet,AK_p,239,0,0,22,0,0,0,16,7,0
14,Goblet,DF_p,0,31,16,5,0,0,0,84,0,0,Goblet,DF_p,0,0,21,0,0,0,15,68,0,6
0,Goblet,CY_p,299,0,42,15,0,13,0,0,0,0,Goblet,EM_f,777,37,0,0,6,0,9,0,0,0
3,Goblet,GE_p,209,0,62,0,0,0,0,44,7,0,Goblet,PY_p,0,49,0,0,5,0,12,0,11,0
2,Goblet,HP_p,0,0,23,0,16,0,10,37,0,0,Goblet,HP_p,926,18,0,0,6,0,0,0,0,20
1,Goblet,HP_p,598,0,81,0,4,0,5,0,0,0,Goblet,PH_p,0,33,46,0,0,0,5,0,10,0
16,Goblet,DF_p,0,0,21,10,0,0,0,58,0,16,Goblet,DF_p,0,49,0,0,0,0,12,0,7,6
50,Goblet,DF_p,0,35,0,16,5,0,0,0,7,0,Goblet,PY_p,0,35,0,0,10,0,16,0,0,13
2,Goblet,DF_p,807,49,23,0,0,0,0,19,0,0,Goblet,CY_p,478,0,56,0,5,12,0,0,0,0
9,Goblet,HP_p,0,0,42,0,0,0,17,16,0,21,Goblet,AK_p,239,0,21,0,0,19,16,0,0,0
17,Goblet,HY_p,836,0,37,0,11,6,0,0,0,0,Goblet,PY_p,0,19,62,0,0,0,0,42,0,12
16,Goblet,AK_p,0,29,62,13,0,0,0,0,0,7,Goblet,AK_p,508,0,0,0,0,0,0,77,6,7
13,Goblet,HP_p,777,18,58,0,0,5,0,0,0,0,Goblet,HP_p,0,19,37,0,0,16,0,0,7,0
10,Goblet,AN_p,0,18,60,9,0,0,0,42,0,0,Goblet,HP_p,0,18,79,0,0,0,0,0,4,12
19,Goblet,DF_p,598,0,0,10,0,0,0,16,0,20,Goblet,EL_p,598,14,37,0,0,0,0,0,0,29
8,Goblet,CY_p,0,0,62,0,0,20,5,0,0,12,Goblet,HP_p,0,0,35,0,0,7,0,40,10,0
2,Goblet,HP_p,239,0,76,0,10,0,0,0,4,0,Goblet,AK_p,747,0,62,0,0,0,0,19,0,13
5,Goblet,HP_p,0,0,46,0,0,11,16,0,4,0,Goblet,AN_p,0,70,0,0,0,0,17,0,3,6
4,Goblet,HP_p,209,0,42,0,0,0,12,86,0,0,Goblet,AK_p,299,51,0,0,0,12,0,0,0,19
10,Goblet,AK_p,866,0,51,0,0,6,6,0,0,0,Goblet,EL_p,299,0,58,0,15,0,5,0,0,0
1,Goblet,AK_p,299,0,0,13,0,0,6,0,9,0,Goblet,EL_p,0,14,23,0,0,0,23,0,7,0
1,Goblet,HP_p,777,35,0,0,0,0,10,23,0,0,Goblet,GE_p,0,16,0,13,0,0,9,0,0,22
3,Goblet,AK_p,0,0,21,0,0,0,12,0,7,19,Goblet,AK_p,0,37,0,5,0,0,0,0,5,25
12,Goblet,PH_p,0,0,0,0,0,13,6,58,5,0,Goblet,EL_p,0,35,0,0,0,7,11,0,10,0
1,Goblet,HP_p,747,0,0,0,16,5,5,0,0,0,Goblet,AK_p,239,29,0,6,0,0,0,0,14,0
5,Goblet,HP_p,0,18,0,0,0,12,0,82,7,0,Goblet,DF_p,0,31,0,0,10,0,0,65,7,0
282,Goblet,EL_p,0,33,53,0,5,0,0,0,7,0,Goblet,EL_p,0,0,0,5,0,0,11,37,0,20
7,Goblet,GE_p,269,0,0,0,0,5,0,79,7,0,Goblet,GE_p,0,0,0,9,11,0,0,0,9,16
16,Goblet,DF_p,0,51,39,10,0,0,0,0,7,0,Goblet,AK_p,239,19,0,0,0,19,0,0,0,24
1,Goblet,CY_p,0,0,39,0,10,16,0,0,0,6,Goblet,CY_p,0,0,0,12,0,0,0,42,10,12
16,Goblet,HP_p,508,16,65,0,0,0,0,0,0,13,Goblet,AK_p,0,14,0,0,0,0,21,42,0,8
11,Goblet,PY_p,0,18,0,15,15,0,6,0,0,0,Goblet,EL_p,0,51,23,9,0,0,0,40,0,0
20,Goblet,DF_p,0,19,39,0,10,0,16,0,0,0,Goblet,DF_p,598,33,0,0,0,0,0,44,6,0
5,Goblet,HP_p,0,35,60,0,0,0,10,35,0,0,Goblet,GE_p,239,0,46,13,0,0,0,0,0,20
36,Goblet,AK_p,0,0,79,0,0,11,0,21,0,8,Goblet,EL_p,717,0,37,0,5,0,12,0,0,0
5,Goblet,HP_p,807,0,39,0,0,5,0,0,0,13,Goblet,AK_p,747,19,0,0,0,5,0,58,0,0
47,Goblet,DF_p,0,33,0,0,0,0,0,16,7,21,Goblet,AK_p,0,0,90,5,0,0,0,0,4,13
9,Goblet,DF_p,538,0,0,0,10,0,0,0,6,11,Goblet,AK_p,0,45,16,12,0,0,0,0,0,12
22,Goblet,DF_p,687,0,0,12,0,0,0,0,6,7,Goblet,AK_p,299,0,37,0,0,12,0,0,0,19
2,Goblet,HP_p,0,0,21,0,23,0,10,0,0,5,Goblet,EL_p,0,37,0,0,4,17,12,0,0,0
17,Goblet,AK_p,777,47,35,6,0,0,0,0,0,0,Goblet,AK_p,0,39,53,0,0,0,10,0,4,0
2,Goblet,HP_p,0,0,39,0,10,0,0,56,0,6,Goblet,PH_p,0,14,58,0,0,0,0,0,13,6
6,Goblet,HY_p,269,70,0,9,0,0,0,16,0,0,Goblet,EL_p,717,19,42,0,10,0,0,0,0,0
23,Goblet,AK_p,0,0,0,4,0,12,0,0,8,20,Goblet,EL_p,508,0,65,0,8,0,0,0,0,7
7,Goblet,HY_p,0,35,53,0,0,0,6,0,0,13,Goblet,HY_p,299,0,19,0,0,0,0,16,0,30
16,Goblet,EM_f,448,0,16,0,0,12,0,0,14,0,Goblet,AK_p,538,0,35,0,0,12,0,0,0,14
1,Goblet,HP_p,239,35,0,0,0,5,25,0,0,0,Goblet,PH_p,269,0,0,0,15,0,19,19,0,0
0,Goblet,HP_p,508,39,0,0,10,0,10,0,0,0,Goblet,HP_p,837,37,0,0,0,0,9,0,0,6
1,Goblet,DF_p,508,19,62,0,0,0,9,0,0,0,Goblet,AK_p,508,37,16,0,0,0,17,0,0,0
8,Goblet,HP_p,0,39,60,0,0,0,11,33,0,0,Goblet,AN_p,568,19,0,0,0,17,0,0,10,0
4,Goblet,AN_p,0,16,39,11,0,0,19,0,0,0,Goblet,DF_p,568,0,19,0,0,0,11,0,0,23
0,Goblet,PH_p,0,0,0,9,0,12,9,37,0,0,Goblet,AK_p,478,54,37,0,0,0,0,0,0,5
23,Goblet,HY_p,0,0,60,0,19,0,0,16,0,8,Goblet,AK_p,0,14,23,0,0,17,0,54,0,0
22,Goblet,HP_p,0,0,19,0,19,12,0,0,7,0,Goblet,EL_p,538,0,0,0,0,12,0,40,10,0
11,Goblet,HP_p,0,27,58,0,10,0,0,19,0,0,Goblet,DF_p,0,19,0,0,10,0,17,0,9,0
9,Goblet,DF_p,0,0,62,0,5,0,0,37,7,0,Goblet,DF_p,0,0,79,0,0,0,5,0,3,15
6,Goblet,DF_p,299,0,35,10,0,0,0,0,0,21,Goblet,PH_p,478,18,0,0,0,0,0,0,8,26
5,Goblet,HP_p,0,0,62,0,14,0,5,0,0,8,Goblet,EL_p,269,0,35,0,0,11,0,61,0,0
18,Goblet,PH_p,508,49,0,0,0,12,12,0,0,0,Goblet,AK_p,0,19,0,0,0,12,5,84,0,0
43,Goblet,HP_p,538,31,32,0,0,0,0,0,7,0,Goblet,HP_p,687,33,0,0,10,0,0,0,0,13
0,Goblet,DF_p,807,0,49,0,0,0,0,0,6,7,Goblet,AK_p,0,0,0,0,0,0,6,40,9,16
31,Goblet,CY_p,0,19,39,0,13,0,0,0,0,21,Goblet,AK_p,0,0,39,0,0,18,10,0,3,0
1,Goblet,DF_p,1076,0,19,0,8,0,0,23,0,0,Goblet,AK_p,0,0,16,5,0,20,18,0,0,0
1,Goblet,HP_p,269,53,0,0,0,0,0,16,9,0,Goblet,AK_p,508,0,58,10,0,0,0,40,0,0
0,Goblet,HP_p,0,39,56,0,0,0,5,0,0,20,Goblet,HP_p,0,51,0,0,4,7,0,0,10,0
2,Goblet,AN_p,239,53,0,0,9,12,0,0,0,0,Goblet,PH_p,0,0,67,15,0,0,0,0,3,13
66,Goblet,GE_p,269,16,0,10,0,0,0,0,13,0,Goblet,EL_p,0,0,44,0,4,0,0,54,7,0
2,Goblet,HP_p,538,14,60,0,10,0,0,0,0,0,Goblet,DF_p,0,0,58,0,6,0,0,65,6,0
61,Goblet,AK_p,0,64,16,0,0,0,6,42,0,0,Goblet,DF_p,598,0,19,0,0,0,0,0,7,20
85,Goblet,AK_p,0,0,0,0,0,0,16,23,6,13,Goblet,EL_p,777,0,0,0,4,0,0,37,7,0
2,Goblet,HP_p,0,0,0,0,8,13,12,0,0,13,Goblet,AK_p,0,0,42,0,0,0,0,23,11,7
5,Goblet,DF_p,209,0,21,0,13,0,0,0,0,23,Goblet,EL_p,538,0,32,10,0,0,0,0,8,0
1,Goblet,CY_p,0,14,0,15,0,0,0,0,6,16,Goblet,EL_p,1046,0,0,0,0,0,6,23,0,11
8,Goblet,DF_p,0,16,90,0,0,0,0,21,5,0,Goblet,AK_p,0,29,62,0,0,6,0,0,0,12
14,Goblet,AK_p,807,39,21,0,0,0,10,0,0,0,Goblet,EL_p,598,16,0,0,8,26,0,0,0,0
52,Goblet,AN_p,0,0,0,0,15,0,0,16,10,7,Goblet,HP_p,209,0,0,0,15,0,0,0,11,13
9,Goblet,AK_p,1076,33,0,0,0,6,0,0,4,0,Goblet,AK_p,568,0,0,0,0,0,5,0,12,13
37,Goblet,DF_p,0,14,60,10,0,0,0,0,0,21,Goblet,AK_p,508,0,19,0,0,12,17,0,0,0
0,Goblet,AK_p,478,39,49,5,0,0,0,0,0,0,Goblet,AK_p,418,53,0,0,0,0,5,0,7,0
9,Goblet,HP_p,478,0,62,0,0,0,16,0,4,0,Goblet,AN_p,0,14,0,0,0,17,0,37,0,14
2,Goblet,HY_p,209,0,42,0,0,18,0,65,0,0,Goblet,PY_p,269,0,16,0,0,0,0,23,0,33
29,Goblet,HP_p,0,33,39,0,14,0,0,19,0,0,Goblet,AK_p,717,18,0,13,0,0,0,0,4,0
11,Goblet,AK_p,777,0,88,0,0,0,5,0,0,7,Goblet,EL_p,478,0,0,9,17,0,0,0,3,0
4,Goblet,CY_p,568,31,0,0,0,11,12,0,0,0,Goblet,HY_p,0,0,16,10,18,0,0,0,0,12
366,Goblet,EL_p,0,0,60,0,11,5,0,0,0,12,Goblet,EL_p,299,0,0,0,0,0,0,16,7,26
24,Goblet,AN_p,777,0,19,0,4,0,0,0,11,0,Goblet,AK_p,0,19,42,15,0,0,0,0,0,19
2,Goblet,HP_p,0,37,39,0,0,0,0,75,3,0,Goblet,AK_p,0,31,19,0,0,20,0,0,0,15
1,Goblet,AK_p,478,0,0,11,0,15,0,35,0,0,Goblet,EL_p,448,0,23,0,0,19,0,68,0,0
4,Goblet,HP_p,0,60,0,0,0,7,6,0,0,19,Goblet,HP_p,0,0,46,0,0,0,17,0,3,15
21,Goblet,PY_p,627,18,0,0,10,0,0,0,10,0,Goblet,AK_p,0,0,60,4,0,0,5,0,0,19
16,Goblet,AK_p,478,0,0,0,0,10,0,23,9,0,Goblet,AK_p,0,0,0,0,0,12,15,0,8,7
15,Goblet,HP_p,0,0,16,0,10,0,17,0,0,22,Goblet,AK_p,0,0,0,0,0,12,21,23,3,0
8,Goblet,HP_p,269,31,19,0,0,0,25,0,0,0,Goblet,HP_p,0,0,0,0,13,14,6,0,0,11
40,Goblet,DF_p,299,0,0,0,0,0,0,16,10,17,Goblet,AK_p,0,18,16,0,0,0,0,70,0,28
12,Goblet,DF_p,269,0,0,0,10,0,22,0,0,13,Goblet,AK_p,299,0,0,15,0,0,10,0,6,0
1,Goblet,HP_p,0,14,37,0,0,20,0,61,0,0,Goblet,PH_p,0,0,44,0,5,0,0,58,6,0
